Date,Adj Close,Close,High,Low,Open,Volume
2025-08-19 00:00:00+00:00,632.7984008789062,,644.1099853515625,638.47998046875,643.1199951171875,69750700
2025-08-20 00:00:00+00:00,631.1170043945312,638.1099853515625,639.6599731445312,632.9500122070312,,88890300
2025-08-21 00:00:00+00:00,628.5850830078125,635.5499877929688,637.969970703125,633.8099975585938,636.280029296875,
,638.2382202148438,645.3099975585938,646.5,637.25,637.760009765625,84083200
2025-08-25 00:00:00+00:00,635.42919921875,642.469970703125,645.2899780273438,642.3499755859375,644.0399780273438,51274300
2025-08-26 00:00:00+00:00,638.0897827148438,645.1599731445312,645.510009765625,641.5700073242188,642.2000122070312,51581600
2025-08-27 00:00:00+00:00,639.5436401367188,646.6300048828125,647.3699951171875,644.4199829101562,644.5700073242188,48341100
2025-08-28 00:00:00+00:00,641.8085327148438,648.9199829101562,649.47998046875,645.3400268554688,647.239990234375,61519500
2025-08-29 00:00:00+00:00,637.98095703125,645.0499877929688,647.8400268554688,643.1400146484375,647.469970703125,74522200
2025-09-02 00:00:00+00:00,633.2533569335938,640.27001953125,640.489990234375,634.9199829101562,637.5,81983500
2025-09-03 00:00:00+00:00,636.685302734375,643.739990234375,644.2100219726562,640.4600219726562,642.6699829101562,70820900
2025-09-04 00:00:00+00:00,642.00634765625,649.1199951171875,649.1500244140625,643.510009765625,644.4199829101562,65219200
2025-09-05 00:00:00+00:00,640.14697265625,647.239990234375,652.2100219726562,643.3300170898438,651.47998046875,85178900
2025-09-08 00:00:00+00:00,641.7195434570312,648.8300170898438,649.8400268554688,647.22998046875,648.6199951171875,63133100
2025-09-09 00:00:00+00:00,643.203125,650.3300170898438,650.8599853515625,647.219970703125,648.969970703125,66133900
2025-09-10 00:00:00+00:00,645.0625610351562,652.2100219726562,654.5499877929688,650.6300048828125,653.6199951171875,78034500
2025-09-11 00:00:00+00:00,650.4231567382812,657.6300048828125,658.3300170898438,653.5900268554688,654.1799926757812,69934400
2025-09-12 00:00:00+00:00,650.2055053710938,657.4099731445312,659.1099853515625,656.9000244140625,657.5999755859375,72780100
2025-09-15 00:00:00+00:00,653.6671142578125,660.9099731445312,661.0399780273438,659.3400268554688,659.6400146484375,63772400
2025-09-16 00:00:00+00:00,652.7671508789062,660.0,661.780029296875,659.2100219726562,661.469970703125,61169000
2025-09-17 00:00:00+00:00,651.9561767578125,659.1799926757812,661.719970703125,654.2999877929688,660.010009765625,101952200
2025-09-18 00:00:00+00:00,655.0023803710938,662.260009765625,664.8900146484375,660.27001953125,661.8900146484375,90459200
2025-09-19 00:00:00+00:00,658.2465209960938,663.7000122070312,664.5499877929688,660.3699951171875,662.3300170898438,97945600
2025-09-22 00:00:00+00:00,661.3607177734375,666.8400268554688,667.2899780273438,662.1699829101562,662.2000122070312,69452200
2025-09-23 00:00:00+00:00,657.7606201171875,663.2100219726562,667.3400268554688,661.97998046875,666.719970703125,81708900
2025-09-24 00:00:00+00:00,655.6678466796875,661.0999755859375,664.6099853515625,659.6699829101562,664.510009765625,68082200
2025-09-25 00:00:00+00:00,652.6429443359375,658.0499877929688,659.4099731445312,654.4099731445312,657.9400024414062,89622100
2025-09-26 00:00:00+00:00,656.3820190429688,661.8200073242188,662.3699951171875,657.8800048828125,659.510009765625,69179200
2025-09-29 00:00:00+00:00,658.2266845703125,663.6799926757812,665.280029296875,661.8599853515625,664.3599853515625,73499000
2025-09-30 00:00:00+00:00,660.7061157226562,666.1799926757812,666.6500244140625,661.6099853515625,662.9299926757812,86288000
2025-10-01 00:00:00+00:00,662.95751953125,668.4500122070312,669.3699951171875,663.0599975585938,663.1699829101562,72545400
2025-10-02 00:00:00+00:00,663.7210693359375,669.219970703125,670.5700073242188,666.780029296875,670.4500122070312,56896000
